Region,Country,Year,Age,Gender,Literacy rate
Europe and Northern America,Serbia,2011,15-24,male,0.9934544
Europe and Northern America,Serbia,2011,25-64,female,0.9907843
Europe and Northern America,Serbia,2011,25-64,male,0.9945911
Europe and Northern America,Serbia,2011,65+,female,0.8869712
Europe and Northern America,Serbia,2011,65+,male,0.9845579
Europe and Northern America,Serbia,2016,<15,female,0.9822828
Europe and Northern America,Serbia,2016,<15,male,0.994997
Europe and Northern America,Serbia,2016,15-24,female,0.9972468
Europe and Northern America,Serbia,2016,15-24,male,0.9971523
Europe and Northern America,Serbia,2016,25-64,female,0.9939394
Europe and Northern America,Serbia,2016,25-64,male,0.9951265
Europe and Northern America,Serbia,2016,65+,female,0.9452396
Europe and Northern America,Serbia,2016,65+,male,0.9930828
Europe and Northern America,Serbia,2018,<15,female,0.9754816
Europe and Northern America,Serbia,2018,<15,male,0.9907627
Europe and Northern America,Serbia,2018,15-24,female,0.9818
Europe and Northern America,Serbia,2018,15-24,male,0.9841
Europe and Northern America,Serbia,2018,25-64,female,0.9912817
Europe and Northern America,Serbia,2018,25-64,male,0.9926076
Europe and Northern America,Serbia,2018,65+,female,0.9308944
Europe and Northern America,Serbia,2018,65+,male,0.9897737
Europe and Northern America,Slovenia,2014,<15,female,0.996
Europe and Northern America,Slovenia,2014,<15,male,0.9969
Europe and Northern America,Slovenia,2014,15-24,female,0.999
Europe and Northern America,Slovenia,2014,15-24,male,0.9979
Europe and Northern America,Slovenia,2014,25-64,female,0.997
Europe and Northern America,Slovenia,2014,25-64,male,0.9973
Europe and Northern America,Slovenia,2014,65+,female,0.992
Europe and Northern America,Slovenia,2014,65+,male,0.994
Europe and Northern America,Spain,2010,<15,female,
Europe and Northern America,Spain,2010,<15,male,0.9852571
Europe and Northern America,Spain,2010,15-24,female,0.9968636
Europe and Northern America,Spain,2010,15-24,male,0.9950677
Europe and Northern America,Spain,2010,25-64,female,0.9881446
Europe and Northern America,Spain,2010,25-64,male,0.9907357
Europe and Northern America,Spain,2010,65+,female,0.90253
Europe and Northern America,Spain,2010,65+,male,0.9563321
Europe and Northern America,Spain,2011,<15,female,0.9706557
Europe and Northern America,Spain,2011,<15,male,0.9853619
Europe and Northern America,Spain,2011,15-24,female,0.9974597
Europe and Northern America,Spain,2011,15-24,male,0.9965465
Europe and Northern America,Spain,2011,25-64,female,0.9878686
Europe and Northern America,Spain,2011,25-64,male,0.9908539
Europe and Northern America,Spain,2011,65+,female,0.90712
Europe and Northern America,Spain,2011,65+,male,0.9562838
Europe and Northern America,Spain,2012,<15,female,0.9721804
Europe and Northern America,Spain,2012,<15,male,0.9860653
Europe and Northern America,Spain,2012,15-24,female,0.9970572
Europe and Northern America,Spain,2012,15-24,male,0.9964105
Europe and Northern America,Spain,2012,25-64,female,0.9891545
Europe and Northern America,Spain,2012,25-64,male,0.9909332
Europe and Northern America,Spain,2012,65+,female,0.9117173
Europe and Northern America,Spain,2012,65+,male,0.9608469
Europe and Northern America,Spain,2013,<15,female,0.9744054
Europe and Northern America,Spain,2013,<15,male,0.9874875
Europe and Northern America,Spain,2013,15-24,female,0.9964289
Europe and Northern America,Spain,2013,15-24,male,0.9969463
Europe and Northern America,Spain,2013,25-64,female,0.9903918
Europe and Northern America,Spain,2013,25-64,male,
Europe and Northern America,Spain,2013,65+,female,0.9182898
Europe and Northern America,Spain,2013,65+,male,0.9641546
Europe and Northern America,Spain,2014,<15,female,0.9748735
Europe and Northern America,Spain,2014,<15,male,0.9873127
Europe and Northern America,Spain,2014,15-24,female,0.9968681
Europe and Northern America,Spain,2014,15-24,male,0.9975731
Europe and Northern America,Spain,2014,25-64,female,0.9904831
Europe and Northern America,Spain,2014,25-64,male,0.9919836
Europe and Northern America,Spain,2014,65+,female,0.9212984
Europe and Northern America,Spain,2014,65+,male,0.9641665
Europe and Northern America,Spain,2015,<15,female,0.9754713
Europe and Northern America,Spain,2015,<15,male,0.9877089
Europe and Northern America,Spain,2015,15-24,female,0.9969419
Europe and Northern America,Spain,2015,15-24,male,0.9961875
Europe and Northern America,Spain,2015,25-64,female,0.9909514
Europe and Northern America,Spain,2015,25-64,male,0.9922563
Europe and Northern America,Spain,2015,65+,female,0.9233815
Europe and Northern America,Spain,2015,65+,male,0.9665187
Europe and Northern America,Spain,2016,<15,female,0.9769536
Europe and Northern America,Spain,2016,<15,male,0.9883597
Europe and Northern America,Spain,2016,15-24,female,0.9960606
Europe and Northern America,Spain,2016,15-24,male,0.9963757
Europe and Northern America,Spain,2016,25-64,female,0.991382
Europe and Northern America,Spain,2016,25-64,male,0.9927768
Europe and Northern America,Spain,2016,65+,female,0.9296259
Europe and Northern America,Spain,2016,65+,male,0.9683909
Europe and Northern America,Spain,2018,<15,female,0.9797378
Europe and Northern America,Spain,2018,<15,male,0.9892539
Europe and Northern America,Spain,2018,15-24,female,0.997439
Europe and Northern America,Spain,2018,15-24,male,0.996885
Europe and Northern America,Spain,2018,25-64,female,0.9928767
Europe and Northern America,Spain,2018,25-64,male,0.9932949
Europe and Northern America,Spain,2018,65+,female,0.9373261
Europe and Northern America,Spain,2018,65+,male,0.9713156
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,<15,female,0.967
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,<15,male,0.9881
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,15-24,female,0.985
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,15-24,male,0.9876
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,25-64,female,0.981
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,25-64,male,0.991
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,65+,female,0.89
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,65+,male,0.973
Europe and Northern America,Ukraine,2012,<15,female,0.999582
Europe and Northern America,Ukraine,2012,<15,male,0.9999394
Europe and Northern America,Ukraine,2012,15-24,female,0.9998272
Europe and Northern America,Ukraine,2012,15-24,male,0.9995707
Europe and Northern America,Ukraine,2012,25-64,female,0.9996463
Europe and Northern America,Ukraine,2012,25-64,male,0.9999987
Europe and Northern America,Ukraine,2012,65+,female,0.999268
Europe and Northern America,Ukraine,2012,65+,male,1
Latin America and the Caribbean,Antigua and Barbuda,2011,<15,female,0.9942
Latin America and the Caribbean,Antigua and Barbuda,2011,<15,male,0.984
Latin America and the Caribbean,Antigua and Barbuda,2015,<15,female,0.9942
Latin America and the Caribbean,Antigua and Barbuda,2015,<15,male,0.984
Latin America and the Caribbean,Argentina,2010,<15,female,0.9892807
Latin America and the Caribbean,Argentina,2010,<15,male,0.9898532
Latin America and the Caribbean,Argentina,2010,15-24,female,0.9958867
Latin America and the Caribbean,Argentina,2010,15-24,male,0.990122
Latin America and the Caribbean,Argentina,2010,25-64,female,0.9915388
Latin America and the Caribbean,Argentina,2010,25-64,male,0.9916336
Latin America and the Caribbean,Argentina,2010,65+,female,0.9714879
Latin America and the Caribbean,Argentina,2010,65+,male,0.9798072
Latin America and the Caribbean,Argentina,2011,<15,female,0.9899984
Latin America and the Caribbean,Argentina,2011,<15,male,0.9922831
Latin America and the Caribbean,Argentina,2011,15-24,female,0.9971145
Latin America and the Caribbean,Argentina,2011,15-24,male,0.9954525
Latin America and the Caribbean,Argentina,2011,25-64,female,0.9930123
Latin America and the Caribbean,Argentina,2011,25-64,male,0.9927467
Latin America and the Caribbean,Argentina,2011,65+,female,0.9686176
Latin America and the Caribbean,Argentina,2011,65+,male,0.9834479
Latin America and the Caribbean,Argentina,2012,<15,female,0.9909995
Latin America and the Caribbean,Argentina,2012,<15,male,0.9911113
Latin America and the Caribbean,Argentina,2012,15-24,female,0.9961428
Latin America and the Caribbean,Argentina,2012,15-24,male,0.9914453
Latin America and the Caribbean,Argentina,2012,25-64,female,0.9920743
Latin America and the Caribbean,Argentina,2012,25-64,male,0.9916278
Latin America and the Caribbean,Argentina,2012,65+,female,0.9800782
Latin America and the Caribbean,Argentina,2012,65+,male,0.9876053
Latin America and the Caribbean,Argentina,2013,<15,female,0.9909121
Latin America and the Caribbean,Argentina,2013,<15,male,0.9915603
Latin America and the Caribbean,Argentina,2013,15-24,female,0.9959812
Latin America and the Caribbean,Argentina,2013,15-24,male,0.9951034
Latin America and the Caribbean,Argentina,2013,25-64,female,0.9938753
Latin America and the Caribbean,Argentina,2013,25-64,male,0.9920307
Latin America and the Caribbean,Argentina,2013,65+,female,0.9732063
Latin America and the Caribbean,Argentina,2013,65+,male,0.9815274
Latin America and the Caribbean,Argentina,2014,<15,female,0.9893282
Latin America and the Caribbean,Argentina,2014,<15,male,0.9906125
Latin America and the Caribbean,Argentina,2014,15-24,female,0.994024
Latin America and the Caribbean,Argentina,2014,15-24,male,0.9919587
Latin America and the Caribbean,Argentina,2014,25-64,female,0.9921759
Latin America and the Caribbean,Argentina,2014,25-64,male,0.9919631
Latin America and the Caribbean,Argentina,2014,65+,female,0.9711845
Latin America and the Caribbean,Argentina,2014,65+,male,0.980577
Latin America and the Caribbean,Argentina,2015,<15,female,0.9920877
Latin America and the Caribbean,Argentina,2015,<15,male,0.9914825
Latin America and the Caribbean,Argentina,2015,15-24,female,0.996435
Latin America and the Caribbean,Argentina,2015,15-24,male,0.994834
Latin America and the Caribbean,Argentina,2015,25-64,female,0.9933819
Latin America and the Caribbean,Argentina,2015,25-64,male,0.9922164
Latin America and the Caribbean,Argentina,2015,65+,female,0.981455
Latin America and the Caribbean,Argentina,2015,65+,male,0.9808695
Latin America and the Caribbean,Argentina,2016,<15,female,0.991431
Latin America and the Caribbean,Argentina,2016,<15,male,0.9910499
Latin America and the Caribbean,Argentina,2016,15-24,female,0.9962893
Latin America and the Caribbean,Argentina,2016,15-24,male,0.9938448
Latin America and the Caribbean,Argentina,2016,25-64,female,0.9943142
Latin America and the Caribbean,Argentina,2016,25-64,male,0.991493
Latin America and the Caribbean,Argentina,2016,65+,female,0.9761888
Latin America and the Caribbean,Argentina,2016,65+,male,0.9841858
Latin America and the Caribbean,Argentina,2018,<15,female,0.9906204
Latin America and the Caribbean,Argentina,2018,<15,male,0.9893774
Latin America and the Caribbean,Argentina,2018,15-24,female,0.9975765
Latin America and the Caribbean,Argentina,2018,15-24,male,0.9924183
Latin America and the Caribbean,Argentina,2018,25-64,female,0.9941023
Latin America and the Caribbean,Argentina,2018,25-64,male,0.9902464
Latin America and the Caribbean,Argentina,2018,65+,female,0.9717771
Latin America and the Caribbean,Argentina,2018,65+,male,0.9814701
Latin America and the Caribbean,Aruba,2010,<15,female,0.9671978
Latin America and the Caribbean,Aruba,2010,<15,male,0.9694053
Latin America and the Caribbean,Aruba,2010,15-24,female,0.993231
Latin America and the Caribbean,Aruba,2010,15-24,male,0.9896573
Latin America and the Caribbean,Aruba,2010,25-64,female,0.9797445
Latin America and the Caribbean,Aruba,2010,25-64,male,0.9754666
Latin America and the Caribbean,Aruba,2010,65+,female,0.8780247
Latin America and the Caribbean,Aruba,2010,65+,male,0.9032478
Latin America and the Caribbean,Aruba,2018,<15,female,0.9781268
Latin America and the Caribbean,Aruba,2018,<15,male,0.9780013
Latin America and the Caribbean,Aruba,2018,15-24,female,0.9939
Latin America and the Caribbean,Aruba,2018,15-24,male,0.996
Latin America and the Caribbean,Aruba,2018,25-64,female,0.9850884
Latin America and the Caribbean,Aruba,2018,25-64,male,0.9798672
Latin America and the Caribbean,Aruba,2018,65+,female,0.9380281
Latin America and the Caribbean,Aruba,2018,65+,male,0.9472287
Latin America and the Caribbean,Barbados,2014,<15,female,0.996
Latin America and the Caribbean,Barbados,2014,<15,male,0.996
Latin America and the Caribbean,Barbados,2014,15-24,female,0.999
Latin America and the Caribbean,Barbados,2014,15-24,male,0.9992
Latin America and the Caribbean,Barbados,2014,25-64,female,0.997
Latin America and the Caribbean,Barbados,2014,25-64,male,0.997
Latin America and the Caribbean,Barbados,2014,65+,female,0.985
Latin America and the Caribbean,Barbados,2014,65+,male,0.986
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,<15,female,0.880802
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,<15,male,0.9660105
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,15-24,female,0.9877202
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,15-24,male,0.9924663
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,25-64,female,0.8821349
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,25-64,male,0.9730395
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,65+,female,0.5369037
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,65+,male,0.8223534
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,<15,female,0.9187327
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,<15,male,0.9710705
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,15-24,female,0.9882861
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,15-24,male,0.9916245
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,25-64,female,0.9333368
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,25-64,male,0.9771922
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,65+,female,0.6142589
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,65+,male,0.8515326
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,<15,female,0.8858286
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,<15,male,0.9652275
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,15-24,female,0.9940421
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,15-24,male,0.9939402
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,25-64,female,0.8957309
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,25-64,male,0.973792
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,65+,female,0.5401216
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,65+,male,0.825782
Latin America and the Caribbean,Brazil,2010,<15,female,0.906817
Latin America and the Caribbean,Brazil,2010,<15,male,0.9005618
Latin America and the Caribbean,Brazil,2010,15-24,female,0.9831874
Latin America and the Caribbean,Brazil,2010,15-24,male,0.9671617
Latin America and the Caribbean,Brazil,2010,25-64,female,0.9147349
Latin America and the Caribbean,Brazil,2010,25-64,male,0.8993428
Latin America and the Caribbean,Brazil,2010,65+,female,0.6939288
Latin America and the Caribbean,Brazil,2010,65+,male,0.7226701
Latin America and the Caribbean,Brazil,2011,<15,female,0.9163315
Latin America and the Caribbean,Brazil,2011,<15,male,0.9116898
Latin America and the Caribbean,Brazil,2011,15-24,female,0.9907315
Latin America and the Caribbean,Brazil,2011,15-24,male,0.9790999
Latin America and the Caribbean,Brazil,2011,25-64,female,0.9295847
Latin America and the Caribbean,Brazil,2011,25-64,male,0.9136057
Latin America and the Caribbean,Brazil,2011,65+,female,0.7064761
Latin America and the Caribbean,Brazil,2011,65+,male,0.7369012
Latin America and the Caribbean,Brazil,2012,<15,female,0.916249
Latin America and the Caribbean,Brazil,2012,<15,male,0.9102567
Latin America and the Caribbean,Brazil,2012,15-24,female,0.9902082
Latin America and the Caribbean,Brazil,2012,15-24,male,0.9822743
Latin America and the Caribbean,Brazil,2012,25-64,female,0.9289965
Latin America and the Caribbean,Brazil,2012,25-64,male,0.9116478
Latin America and the Caribbean,Brazil,2012,65+,female,0.7203396
Latin America and the Caribbean,Brazil,2012,65+,male,0.7386524
Latin America and the Caribbean,Brazil,2013,<15,female,0.9176496
Latin America and the Caribbean,Brazil,2013,<15,male,0.9117796
Latin America and the Caribbean,Brazil,2013,15-24,female,0.9922972
Latin America and the Caribbean,Brazil,2013,15-24,male,0.9825204
Latin America and the Caribbean,Brazil,2013,25-64,female,0.9323611
Latin America and the Caribbean,Brazil,2013,25-64,male,0.9157134
Latin America and the Caribbean,Brazil,2013,65+,female,0.714867
Latin America and the Caribbean,Brazil,2013,65+,male,0.7340692
Latin America and the Caribbean,Brazil,2014,<15,female,0.9206052
Latin America and the Caribbean,Brazil,2014,<15,male,0.9136677
Latin America and the Caribbean,Brazil,2014,15-24,female,0.9925031
Latin America and the Caribbean,Brazil,2014,15-24,male,0.9844697
Latin America and the Caribbean,Brazil,2014,25-64,female,0.9361821
Latin America and the Caribbean,Brazil,2014,25-64,male,0.9174307
Latin America and the Caribbean,Brazil,2014,65+,female,0.728153
Latin America and the Caribbean,Brazil,2014,65+,male,0.7451312
Latin America and the Caribbean,Brazil,2015,<15,female,0.9234379
Latin America and the Caribbean,Brazil,2015,<15,male,0.9172516
Latin America and the Caribbean,Brazil,2015,15-24,female,0.993467
Latin America and the Caribbean,Brazil,2015,15-24,male,0.9859586
Latin America and the Caribbean,Brazil,2015,25-64,female,0.9409406
Latin America and the Caribbean,Brazil,2015,25-64,male,0.923296
Latin America and the Caribbean,Brazil,2015,65+,female,0.7365579
Latin America and the Caribbean,Brazil,2015,65+,male,0.7504107
Latin America and the Caribbean,Brazil,2016,<15,female,0.930212
Latin America and the Caribbean,Brazil,2016,<15,male,0.9257516
Latin America and the Caribbean,Brazil,2016,15-24,female,0.9945533
Latin America and the Caribbean,Brazil,2016,15-24,male,0.9877936
Latin America and the Caribbean,Brazil,2016,25-64,female,0.946518
Latin America and the Caribbean,Brazil,2016,25-64,male,0.9311561
Latin America and the Caribbean,Brazil,2016,65+,female,0.7600232
Latin America and the Caribbean,Brazil,2016,65+,male,0.773319
Latin America and the Caribbean,Brazil,2017,<15,female,0.9324371
Latin America and the Caribbean,Brazil,2017,<15,male,0.9289153
Latin America and the Caribbean,Brazil,2017,15-24,female,0.9948134
Latin America and the Caribbean,Brazil,2017,15-24,male,0.9884128
Latin America and the Caribbean,Brazil,2017,25-64,female,0.9480296
Latin America and the Caribbean,Brazil,2017,25-64,male,0.9337081
Latin America and the Caribbean,Brazil,2017,65+,female,0.7701394
Latin America and the Caribbean,Brazil,2017,65+,male,0.7877806
Latin America and the Caribbean,Brazil,2018,<15,female,0.9342507
Latin America and the Caribbean,Brazil,2018,<15,male,0.9300904
Latin America and the Caribbean,Brazil,2018,15-24,female,0.9943153
Latin America and the Caribbean,Brazil,2018,15-24,male,0.9898358
Latin America and the Caribbean,Brazil,2018,25-64,female,0.9510276
Latin America and the Caribbean,Brazil,2018,25-64,male,0.9362169
Latin America and the Caribbean,Brazil,2018,65+,female,0.7793813
Latin America and the Caribbean,Brazil,2018,65+,male,0.7933733
Latin America and the Caribbean,Chile,2011,<15,female,0.9653071
Latin America and the Caribbean,Chile,2011,<15,male,0.9689878
Latin America and the Caribbean,Chile,2011,15-24,female,0.9960537
Latin America and the Caribbean,Chile,2011,15-24,male,0.9921439
Latin America and the Caribbean,Chile,2011,25-64,female,0.9750691
Latin America and the Caribbean,Chile,2011,25-64,male,0.9736562
Latin America and the Caribbean,Chile,2011,65+,female,0.882689
Latin America and the Caribbean,Chile,2011,65+,male,0.9013369
Latin America and the Caribbean,Chile,2013,<15,female,0.9616175
Latin America and the Caribbean,Chile,2013,<15,male,0.9638801
Latin America and the Caribbean,Chile,2013,15-24,female,0.9908694
Latin America and the Caribbean,Chile,2013,15-24,male,0.9900978
Latin America and the Caribbean,Chile,2013,25-64,female,0.9721687
Latin America and the Caribbean,Chile,2013,25-64,male,0.9692927
Latin America and the Caribbean,Chile,2013,65+,female,0.8847252
Latin America and the Caribbean,Chile,2013,65+,male,0.8945651
Latin America and the Caribbean,Chile,2015,<15,female,0.9674396
Latin America and the Caribbean,Chile,2015,<15,male,0.9702469
Latin America and the Caribbean,Chile,2015,15-24,female,0.9944056
Latin America and the Caribbean,Chile,2015,15-24,male,0.9926754
Latin America and the Caribbean,Chile,2015,25-64,female,0.9797758
Latin America and the Caribbean,Chile,2015,25-64,male,0.9759544
Latin America and the Caribbean,Chile,2015,65+,female,0.891132
Latin America and the Caribbean,Chile,2015,65+,male,0.9105143
Latin America and the Caribbean,Chile,2017,<15,female,0.9633402
Latin America and the Caribbean,Chile,2017,<15,male,0.9648063
Latin America and the Caribbean,Chile,2017,15-24,female,0.9901156
Latin America and the Caribbean,Chile,2017,15-24,male,0.9900582
Latin America and the Caribbean,Chile,2017,25-64,female,0.9735503
Latin America and the Caribbean,Chile,2017,25-64,male,0.9710372
Latin America and the Caribbean,Chile,2017,65+,female,0.902231
Latin America and the Caribbean,Chile,2017,65+,male,0.9061795
Latin America and the Caribbean,Colombia,2010,<15,female,0.9348679
Latin America and the Caribbean,Colombia,2010,<15,male,0.9325019
Latin America and the Caribbean,Colombia,2010,15-24,female,0.985172
Latin America and the Caribbean,Colombia,2010,15-24,female,0.985172
Latin America and the Caribbean,Colombia,2010,15-24,male,0.9768272
Latin America and the Caribbean,Colombia,2010,25-64,female,0.944008
Latin America and the Caribbean,Colombia,2010,25-64,male,0.9363615
Latin America and the Caribbean,Colombia,2010,65+,female,0.7535157
Latin America and the Caribbean,Colombia,2010,65+,male,0.7744049
Latin America and the Caribbean,Colombia,2011,<15,female,0.9366713
Latin America and the Caribbean,Colombia,2011,<15,male,0.9348826
Latin America and the Caribbean,Colombia,2011,15-24,female,0.9872434
Latin America and the Caribbean,Colombia,2011,15-24,male,0.9776047
Latin America and the Caribbean,Colombia,2011,25-64,female,0.9437653
Latin America and the Caribbean,Colombia,2011,25-64,male,0.9379777
Latin America and the Caribbean,Colombia,2011,65+,female,0.7724554
Latin America and the Caribbean,Colombia,2011,65+,male,0.7918657
Latin America and the Caribbean,Colombia,2014,<15,female,0.9448466
Latin America and the Caribbean,Colombia,2014,<15,male,0.938674
Latin America and the Caribbean,Colombia,2014,15-24,female,0.9897285
Latin America and the Caribbean,Colombia,2014,15-24,male,0.9810671
Latin America and the Caribbean,Colombia,2014,25-64,female,0.9538394
Latin America and the Caribbean,Colombia,2014,25-64,male,0.9429189
Latin America and the Caribbean,Colombia,2014,65+,female,0.7960458
Latin America and the Caribbean,Colombia,2014,65+,male,0.8017621
Latin America and the Caribbean,Colombia,2015,<15,female,0.9441582
Latin America and the Caribbean,Colombia,2015,<15,male,0.9406317
Latin America and the Caribbean,Colombia,2015,15-24,female,0.9891534
Latin America and the Caribbean,Colombia,2015,15-24,male,0.9815518
Latin America and the Caribbean,Colombia,2015,25-64,female,0.953262
Latin America and the Caribbean,Colombia,2015,25-64,male,0.9454587
Latin America and the Caribbean,Colombia,2015,65+,female,0.7989859
Latin America and the Caribbean,Colombia,2015,65+,male,0.8073869
Latin America and the Caribbean,Colombia,2016,<15,female,0.9489022
Latin America and the Caribbean,Colombia,2016,<15,male,0.9440228
Latin America and the Caribbean,Colombia,2016,15-24,female,0.9902527
Latin America and the Caribbean,Colombia,2016,15-24,male,0.9831204
Latin America and the Caribbean,Colombia,2016,25-64,female,0.9586376
Latin America and the Caribbean,Colombia,2016,25-64,male,0.9499744
Latin America and the Caribbean,Colombia,2016,65+,female,0.814384
Latin America and the Caribbean,Colombia,2016,65+,male,0.8141107
Latin America and the Caribbean,Colombia,2018,<15,female,0.9531892
Latin America and the Caribbean,Colombia,2018,<15,male,0.9485183
Latin America and the Caribbean,Colombia,2018,15-24,female,0.990696
Latin America and the Caribbean,Colombia,2018,15-24,male,0.9863383
Latin America and the Caribbean,Colombia,2018,25-64,female,0.9629664
Latin America and the Caribbean,Colombia,2018,25-64,male,0.953248
Latin America and the Caribbean,Colombia,2018,65+,female,0.8321377
Latin America and the Caribbean,Colombia,2018,65+,male,0.8344235
Latin America and the Caribbean,Costa Rica,2011,<15,female,0.9750041
Latin America and the Caribbean,Costa Rica,2011,<15,male,0.9730633
Latin America and the Caribbean,Costa Rica,2011,15-24,female,0.9925812
Latin America and the Caribbean,Costa Rica,2011,15-24,male,0.9900768
Latin America and the Caribbean,Costa Rica,2011,25-64,female,0.9791092
Latin America and the Caribbean,Costa Rica,2011,25-64,male,0.9763539
Latin America and the Caribbean,Costa Rica,2011,65+,female,0.9048849
Latin America and the Caribbean,Costa Rica,2011,65+,male,0.9024373
Latin America and the Caribbean,Costa Rica,2018,<15,female,0.9792443
Latin America and the Caribbean,Costa Rica,2018,<15,male,0.9780235
Latin America and the Caribbean,Costa Rica,2018,15-24,female,0.9953
Latin America and the Caribbean,Costa Rica,2018,15-24,male,0.9934
Latin America and the Caribbean,Costa Rica,2018,25-64,female,0.9836962
Latin America and the Caribbean,Costa Rica,2018,25-64,male,0.9806695
Latin America and the Caribbean,Costa Rica,2018,65+,female,0.9317866
Latin America and the Caribbean,Costa Rica,2018,65+,male,0.9342463
Latin America and the Caribbean,Cuba,2012,<15,female,0.9979988
Latin America and the Caribbean,Cuba,2012,<15,male,0.9970606
Latin America and the Caribbean,Cuba,2012,15-24,female,0.998952
Latin America and the Caribbean,Cuba,2012,15-24,male,0.9985527
Latin America and the Caribbean,Cuba,2012,25-64,female,0.9976695
Latin America and the Caribbean,Cuba,2012,25-64,male,0.9973646
Latin America and the Caribbean,Cuba,2012,65+,female,0.9917304
Latin America and the Caribbean,Cuba,2012,65+,male,0.9915391
Latin America and the Caribbean,Dominican Republic,2010,<15,female,0.896973
Latin America and the Caribbean,Dominican Republic,2010,<15,male,0.8937704
Latin America and the Caribbean,Dominican Republic,2010,15-24,female,0.9788349
Latin America and the Caribbean,Dominican Republic,2010,15-24,male,0.957753
Latin America and the Caribbean,Dominican Republic,2010,25-64,female,0.8979643
Latin America and the Caribbean,Dominican Republic,2010,25-64,male,0.8902309
Latin America and the Caribbean,Dominican Republic,2010,65+,female,0.6737462
Latin America and the Caribbean,Dominican Republic,2010,65+,male,0.7269156
Latin America and the Caribbean,Dominican Republic,2011,<15,female,0.9022557
Latin America and the Caribbean,Dominican Republic,2011,<15,male,0.8998501
Latin America and the Caribbean,Dominican Republic,2011,15-24,female,0.9805375
Latin America and the Caribbean,Dominican Republic,2011,15-24,male,0.9609187
Latin America and the Caribbean,Dominican Republic,2011,25-64,female,0.9036382
Latin America and the Caribbean,Dominican Republic,2011,25-64,male,0.893962
Latin America and the Caribbean,Dominican Republic,2011,65+,female,0.6959548
Latin America and the Caribbean,Dominican Republic,2011,65+,male,0.7546495
Latin America and the Caribbean,Dominican Republic,2012,<15,female,0.9022417
Latin America and the Caribbean,Dominican Republic,2012,<15,male,0.9008482
Latin America and the Caribbean,Dominican Republic,2012,15-24,female,0.9776923
Latin America and the Caribbean,Dominican Republic,2012,15-24,male,0.9632187
Latin America and the Caribbean,Dominican Republic,2012,25-64,female,0.9029891
Latin America and the Caribbean,Dominican Republic,2012,25-64,male,0.8978229
Latin America and the Caribbean,Dominican Republic,2012,65+,female,0.7157847
Latin America and the Caribbean,Dominican Republic,2012,65+,male,0.7461394
Latin America and the Caribbean,Dominican Republic,2013,<15,female,0.9125051
Latin America and the Caribbean,Dominican Republic,2013,<15,male,0.9045813
Latin America and the Caribbean,Dominican Republic,2013,15-24,female,0.9825252
Latin America and the Caribbean,Dominican Republic,2013,15-24,male,0.967627
Latin America and the Caribbean,Dominican Republic,2013,25-64,female,0.913308
Latin America and the Caribbean,Dominican Republic,2013,25-64,male,0.8965427
Latin America and the Caribbean,Dominican Republic,2013,65+,female,0.7478865
Latin America and the Caribbean,Dominican Republic,2013,65+,male,0.776458
Latin America and the Caribbean,Dominican Republic,2014,<15,female,0.9214779
Latin America and the Caribbean,Dominican Republic,2014,<15,male,0.913716
Latin America and the Caribbean,Dominican Republic,2014,15-24,female,0.9804481
Latin America and the Caribbean,Dominican Republic,2014,15-24,male,0.9735356
Latin America and the Caribbean,Dominican Republic,2014,25-64,female,0.9256597
Latin America and the Caribbean,Dominican Republic,2014,25-64,male,0.9070585
Latin America and the Caribbean,Dominican Republic,2014,65+,female,0.7761442
Latin America and the Caribbean,Dominican Republic,2014,65+,male,0.8014107
Latin America and the Caribbean,Dominican Republic,2015,<15,female,0.9232106
Latin America and the Caribbean,Dominican Republic,2015,<15,male,0.9165071
